id,bank,product,metric,question,answer,value,unit,as_of,source
479,Ally Bank,Mortgage,mortgage_min_down,What’s a typical minimum down payment percentage for conventional mortgages at Ally Bank?,Ally Bank may allow conventional mortgages with down payments as low as 3%% for qualified borrowers.,3,percent,2025-10-21,Institution policy ranges; verify on bank site
480,Ally Bank,Checking,atm_single_txn_cap,What’s a typical single‑transaction ATM cash withdrawal cap at Ally Bank?,"Many Ally Bank ATMs cap single withdrawals around $1,000 per transaction; multiple transactions may be allowed up to the daily limit.",1000,USD,2025-10-21,Institution policy ranges; verify on bank site
481,Discover Bank,Checking,atm_daily_limit,What’s the daily ATM withdrawal limit at Discover Bank?,"Discover Bank typically allows up to $1,000 per day at ATMs for standard consumer checking accounts (subject to account type and history).",1000,USD,2025-10-21,Institution policy ranges; verify on bank site
482,Discover Bank,Checking,debit_purchase_limit,What’s the daily debit card purchase limit at Discover Bank?,"Daily debit card purchase limits at Discover Bank are commonly up to $5,000 for standard accounts (higher for premium).",5000,USD,2025-10-21,Institution policy ranges; verify on bank site
483,Discover Bank,Checking,min_open_checking,What’s the minimum opening deposit for a checking account at Discover Bank?,The minimum opening deposit for many Discover Bank personal checking accounts is $25.,25,USD,2025-10-21,Institution policy ranges; verify on bank site
484,Discover Bank,Checking,monthly_fee_checking,What’s the monthly maintenance fee on a core checking account at Discover Bank?,"The standard monthly maintenance fee for a core checking account at Discover Bank is $12, if waiver criteria aren’t met.",12,USD,2025-10-21,Institution policy ranges; verify on bank site
485,Discover Bank,Checking,fee_waiver_dd,What direct deposit amount per month waives the checking fee at Discover Bank?,"Combined direct deposits totaling at least $1,500 per month generally waive the checking account fee at Discover Bank.",1500,USD,2025-10-21,Institution policy ranges; verify on bank site
486,Discover Bank,Checking,od_daily_cap,How many overdraft paid fees per day can be charged at Discover Bank?,Discover Bank caps overdraft paid fees at 3 per day on consumer checking accounts (if the bank assesses such fees).,3,count,2025-10-21,Institution policy ranges; verify on bank site
487,Discover Bank,Checking,od_small_neg_waiver,At what small negative balance threshold does Discover Bank not assess an overdraft fee?,Discover Bank generally does not assess an overdraft paid fee if the end‑of‑day available balance is negative by $50 or less.,50,USD,2025-10-21,Institution policy ranges; verify on bank site
488,Discover Bank,Checking,nonbank_atm_free,How many non‑network ATM transactions are fee‑waived per statement period at Discover Bank?,Discover Bank waives the first 4 non‑network ATM transaction fees per statement period on select checking accounts.,4,count,2025-10-21,Institution policy ranges; verify on bank site
489,Discover Bank,Payments,wire_domestic_out,What’s the outgoing domestic wire fee at Discover Bank?,Outgoing domestic wire transfers at Discover Bank typically cost about $30 per transfer for standard consumer accounts.,30,USD,2025-10-21,Institution policy ranges; verify on bank site
490,Discover Bank,Payments,ach_outbound_limit,What’s the typical daily outbound ACH transfer limit at Discover Bank?,"Discover Bank commonly sets daily outbound ACH limits near $25,000 for standard accounts; exact limits vary.",25000,USD,2025-10-21,Institution policy ranges; verify on bank site
491,Discover Bank,Deposits,mobile_deposit_limit,What’s the typical daily mobile check deposit limit at Discover Bank?,"Typical daily mobile check deposit limits at Discover Bank are around $5,000, depending on tenure and risk profile.",5000,USD,2025-10-21,Institution policy ranges; verify on bank site
492,Discover Bank,Savings,savings_min_open,What’s the minimum opening deposit for a savings account at Discover Bank?,A common minimum opening deposit for savings at Discover Bank is $25.,25,USD,2025-10-21,Institution policy ranges; verify on bank site
493,Discover Bank,Savings,savings_withdrawal_limit,What’s a typical monthly withdrawal limit on savings at Discover Bank?,Discover Bank policies often allow about 6 convenient withdrawals or transfers per statement cycle on savings (policy‑based).,6,count,2025-10-21,Institution policy ranges; verify on bank site
494,Discover Bank,CD,cd_min_open,What’s the minimum opening deposit for a CD at Discover Bank?,"Many CDs at Discover Bank can be opened with $1,000 minimum deposit (varies by term/special).",1000,USD,2025-10-21,Institution policy ranges; verify on bank site
495,Discover Bank,CD,cd_early_penalty,What’s a typical early withdrawal penalty for a 12‑month CD at Discover Bank?,The typical penalty for early withdrawal on a 12‑month CD at Discover Bank is about 90 days days of interest.,90,days_interest,2025-10-21,Institution policy ranges; verify on bank site
496,Discover Bank,Personal Loan,personal_loan_min,What’s the minimum personal loan amount at Discover Bank?,"Discover Bank commonly offers unsecured personal loans starting at around $1,000.",1000,USD,2025-10-21,Institution policy ranges; verify on bank site
497,Discover Bank,Personal Loan,personal_loan_max,What’s the maximum personal loan amount at Discover Bank?,"Maximum unsecured personal loan amounts at Discover Bank are often around $50,000, subject to credit approval.",50000,USD,2025-10-21,Institution policy ranges; verify on bank site
498,Discover Bank,Auto Loan,auto_loan_min,What’s the minimum auto loan amount at Discover Bank?,"Discover Bank auto loans typically start near $5,000.",5000,USD,2025-10-21,Institution policy ranges; verify on bank site
499,Discover Bank,Mortgage,mortgage_min_down,What’s a typical minimum down payment percentage for conventional mortgages at Discover Bank?,Discover Bank may allow conventional mortgages with down payments as low as 3%% for qualified borrowers.,3,percent,2025-10-21,Institution policy ranges; verify on bank site
500,Discover Bank,Checking,atm_single_txn_cap,What’s a typical single‑transaction ATM cash withdrawal cap at Discover Bank?,"Many Discover Bank ATMs cap single withdrawals around $1,000 per transaction; multiple transactions may be allowed up to the daily limit.",1000,USD,2025-10-21,Institution policy ranges; verify on bank site
